0.000000000000000000e+00,5.833700000000000691e-03,1.458370000000000152e-02,2.770870000000000277e-02,4.739569999999999894e-02,7.692670000000000063e-02,1.064567000000000013e-01,1.507567000000000212e-01,2.171967000000000203e-01,3.168667000000000011e-01,4.663667000000000229e-01,6.330367000000000077e-01,7.997066999999999926e-01,8.969366999999999202e-01,9.309666999999999248e-01,9.649966999999999295e-01,9.941666999999999588e-01
8.284100000000000907e-01,1.765400000000000080e+00,3.067499999999999893e+00,4.994299999999999962e+00,7.889599999999999724e+00,1.214600000000000080e+01,1.636100000000000065e+01,2.264799999999999969e+01,3.191899999999999693e+01,4.565400000000000347e+01,6.603100000000000591e+01,8.821900000000000830e+01,1.105699999999999932e+02,1.234899999999999949e+02,1.276999999999999886e+02,1.322500000000000000e+02,1.360900000000000034e+02
7.368799999999999795e-01,1.561199999999999921e+00,2.710700000000000109e+00,4.404399999999999871e+00,6.950400000000000134e+00,1.065599999999999881e+01,1.433399999999999963e+01,1.979799999999999827e+01,2.780199999999999960e+01,3.962300000000000466e+01,5.712000000000000455e+01,7.618099999999999739e+01,9.555099999999998772e+01,1.067199999999999989e+02,1.102900000000000063e+02,1.142000000000000028e+02,1.175100000000000051e+02
6.650400000000000755e-01,1.397999999999999909e+00,2.419699999999999740e+00,3.901300000000000434e+00,6.111899999999999444e+00,9.223300000000000054e+00,1.231099999999999994e+01,1.681500000000000128e+01,2.328500000000000014e+01,3.260900000000000176e+01,4.615900000000000603e+01,6.066100000000000136e+01,7.567600000000000193e+01,8.404100000000001103e+01,8.642900000000000205e+01,8.926900000000000546e+01,9.170799999999999841e+01
6.010999999999999677e-01,1.257400000000000073e+00,2.170499999999999652e+00,3.493399999999999839e+00,5.458000000000000185e+00,8.213799999999999102e+00,1.096499999999999986e+01,1.496100000000000030e+01,2.069399999999999906e+01,2.892800000000000082e+01,4.084000000000000341e+01,5.374799999999999756e+01,6.702400000000000091e+01,7.436499999999999488e+01,7.647500000000000853e+01,7.893700000000001182e+01,8.110099999999999909e+01
1.142700000000000049e+00,2.437200000000000255e+00,4.242700000000000138e+00,6.916100000000000136e+00,1.096100000000000030e+01,1.682900000000000063e+01,2.274099999999999966e+01,3.144999999999999929e+01,4.427900000000000347e+01,6.312299999999999756e+01,9.087999999999999545e+01,1.214699999999999989e+02,1.520500000000000114e+02,1.694499999999999886e+02,1.748599999999999852e+02,1.807100000000000080e+02,1.858799999999999955e+02
5.973600000000000021e-01,1.262000000000000011e+00,2.192200000000000149e+00,3.575800000000000090e+00,5.638500000000000512e+00,8.674599999999999866e+00,1.167699999999999960e+01,1.610699999999999932e+01,2.260999999999999943e+01,3.228900000000000148e+01,4.657300000000000040e+01,6.208800000000000807e+01,7.805700000000000216e+01,8.746399999999999864e+01,9.044700000000000273e+01,9.380100000000000193e+01,9.660500000000000398e+01
7.977800000000000169e-02,1.305800000000000016e-01,2.359400000000000108e-01,3.177699999999999969e-01,4.743299999999999739e-01,3.626099999999999879e-01,1.760799999999999865e-01,-3.667199999999999904e-01,-1.443000000000000060e+00,-3.591299999999999937e+00,-7.174599999999999866e+00,-1.253500000000000014e+01,-1.658099999999999952e+01,-1.943400000000000105e+01,-2.146099999999999852e+01,-2.258899999999999864e+01,-2.369200000000000017e+01
-1.272999999999999909e+00,-2.776699999999999946e+00,-4.785099999999999909e+00,-7.906200000000001005e+00,-1.253799999999999848e+01,-2.007899999999999707e+01,-2.763400000000000034e+01,-3.944200000000000017e+01,-5.734300000000000352e+01,-8.548499999999999943e+01,-1.278799999999999955e+02,-1.779099999999999966e+02,-2.249599999999999795e+02,-2.546100000000000136e+02,-2.669700000000000273e+02,-2.779099999999999682e+02,-2.873199999999999932e+02
-4.963200000000000389e-01,-1.064400000000000013e+00,-1.721099999999999852e+00,-2.696400000000000130e+00,-3.939500000000000224e+00,-6.052500000000000213e+00,-7.872200000000000308e+00,-1.069300000000000139e+01,-1.449000000000000021e+01,-2.057799999999999940e+01,-2.827299999999999969e+01,-3.848299999999999699e+01,-4.493500000000000227e+01,-5.162100000000000222e+01,-5.639499999999999602e+01,-5.957199999999999562e+01,-6.196599999999999397e+01
6.891500000000000403e-01,1.435000000000000053e+00,2.502600000000000158e+00,4.062000000000000277e+00,6.429600000000000648e+00,9.566699999999999093e+00,1.286700000000000088e+01,1.745999999999999730e+01,2.418400000000000105e+01,3.363400000000000034e+01,4.711099999999999710e+01,6.173299999999999699e+01,7.712999999999999545e+01,8.468699999999999761e+01,8.563600000000000989e+01,8.741899999999999693e+01,8.949499999999999034e+01
-2.009599999999999928e-02,-6.261499999999999011e-02,-9.886400000000000743e-02,-1.923199999999999910e-01,-3.470699999999999896e-01,-7.970899999999999652e-01,-1.379500000000000171e+00,-2.568700000000000205e+00,-4.494699999999999918e+00,-7.658100000000000129e+00,-1.292699999999999960e+01,-1.998100000000000165e+01,-2.573499999999999943e+01,-2.887399999999999878e+01,-3.121900000000000119e+01,-3.235399999999999920e+01,-3.349099999999999966e+01
2.325799999999999645e+00,4.845400000000000595e+00,8.433999999999999275e+00,1.335800000000000054e+01,2.113100000000000023e+01,3.118000000000000327e+01,4.069800000000000040e+01,5.443299999999999983e+01,7.451700000000001012e+01,1.027699999999999960e+02,1.454099999999999966e+02,1.887400000000000091e+02,2.353400000000000034e+02,2.607900000000000205e+02,2.658199999999999932e+02,2.743899999999999864e+02,2.812099999999999795e+02
1.985600000000000165e+01,4.307600000000000051e+01,7.632899999999999352e+01,1.261299999999999812e+02,2.047199999999999989e+02,3.223299999999999841e+02,4.410600000000000023e+02,6.207100000000000364e+02,8.946499999999999773e+02,1.305600000000000136e+03,1.941599999999999909e+03,2.642400000000000091e+03,3.358199999999999818e+03,3.770700000000000273e+03,3.906800000000000182e+03,4.052300000000000182e+03,4.175199999999999818e+03
1.434999999999999964e+01,3.250500000000000256e+01,5.972399999999999665e+01,1.031599999999999966e+02,1.751699999999999875e+02,2.907500000000000000e+02,4.113600000000000136e+02,6.009500000000000455e+02,9.011299999999999955e+02,1.371400000000000091e+03,2.123400000000000091e+03,2.972600000000000364e+03,3.843200000000000273e+03,4.351599999999999454e+03,4.518699999999999818e+03,4.695600000000000364e+03,4.847100000000000364e+03
1.388199999999999878e+00,3.214700000000000113e+00,6.115299999999999514e+00,1.093200000000000038e+01,1.938800000000000168e+01,3.252600000000000335e+01,4.683299999999999841e+01,6.923799999999999955e+01,1.052100000000000080e+02,1.626899999999999977e+02,2.546399999999999864e+02,3.599000000000000341e+02,4.687900000000000205e+02,5.313700000000000045e+02,5.483200000000000500e+02,5.674299999999999500e+02,5.854099999999999682e+02
-2.657800000000000384e+00,-5.693299999999999805e+00,-9.865099999999999980e+00,-1.614199999999999946e+01,-2.552400000000000091e+01,-3.976100000000000279e+01,-5.413899999999999579e+01,-7.605600000000001160e+01,-1.088200000000000074e+02,-1.580800000000000125e+02,-2.320400000000000205e+02,-3.151899999999999977e+02,-3.964199999999999591e+02,-4.430899999999999750e+02,-4.611500000000000341e+02,-4.777099999999999795e+02,-4.920099999999999909e+02
3.220300000000000296e+01,6.744899999999999807e+01,1.156000000000000085e+02,1.854199999999999875e+02,2.882400000000000091e+02,4.360300000000000296e+02,5.791799999999999500e+02,7.950500000000000682e+02,1.112799999999999955e+03,1.581600000000000136e+03,2.279900000000000091e+03,3.051900000000000091e+03,3.828000000000000000e+03,4.277300000000000182e+03,4.425500000000000000e+03,4.583800000000000182e+03,4.719000000000000000e+03
2.612599999999999909e+02,5.545499999999999545e+02,9.588899999999999864e+02,1.554599999999999909e+03,2.448599999999999909e+03,3.766600000000000364e+03,5.074000000000000000e+03,7.049899999999999636e+03,9.957199999999998909e+03,1.428100000000000000e+04,2.073800000000000000e+04,2.789800000000000000e+04,3.505800000000000000e+04,3.922700000000000000e+04,4.068500000000000000e+04,4.218000000000000000e+04,4.345600000000000000e+04
1.753100000000000023e+02,3.818499999999999659e+02,6.731599999999999682e+02,1.118800000000000182e+03,1.810500000000000000e+03,2.876300000000000182e+03,3.955500000000000000e+03,5.598800000000000182e+03,8.077799999999999272e+03,1.185800000000000000e+04,1.761700000000000000e+04,2.411200000000000000e+04,3.059600000000000000e+04,3.445200000000000000e+04,3.580000000000000000e+04,3.718500000000000000e+04,3.836900000000000000e+04
1.367099999999999937e+01,3.007100000000000151e+01,5.345200000000000529e+01,8.994400000000000261e+01,1.478700000000000045e+02,2.362899999999999920e+02,3.264799999999999613e+02,4.636700000000000159e+02,6.731399999999999864e+02,9.956999999999999318e+02,1.490000000000000000e+03,2.050900000000000091e+03,2.612199999999999818e+03,2.948000000000000000e+03,3.058899999999999636e+03,3.173500000000000000e+03,3.274099999999999909e+03
1.897700000000000164e+00,3.955600000000000005e+00,6.783800000000000274e+00,1.104400000000000048e+01,1.694300000000000139e+01,2.561500000000000199e+01,3.363199999999999790e+01,4.533400000000000318e+01,6.263800000000000523e+01,8.735699999999999932e+01,1.225800000000000125e+02,1.593699999999999761e+02,1.965099999999999909e+02,2.180100000000000193e+02,2.228799999999999955e+02,2.300699999999999932e+02,2.361599999999999966e+02
4.988199999999999790e+01,1.050399999999999920e+02,1.806800000000000068e+02,2.936500000000000341e+02,4.574499999999999886e+02,7.004500000000000455e+02,9.375199999999999818e+02,1.291100000000000136e+03,1.820500000000000000e+03,2.607599999999999909e+03,3.777099999999999909e+03,5.073300000000000182e+03,6.368500000000000000e+03,7.120800000000000182e+03,7.374000000000000000e+03,7.638599999999999454e+03,7.865900000000000546e+03
3.589800000000000182e+02,7.604800000000000182e+02,1.314099999999999909e+03,2.140000000000000000e+03,3.355100000000000364e+03,5.166699999999999818e+03,6.964900000000000546e+03,9.624899999999999636e+03,1.357200000000000000e+04,1.943000000000000000e+04,2.804700000000000000e+04,3.753500000000000000e+04,4.692300000000000000e+04,5.236400000000000000e+04,5.426900000000000000e+04,5.622200000000000000e+04,5.788900000000000000e+04
1.904000000000000057e+02,4.063399999999999750e+02,7.056299999999999955e+02,1.154400000000000091e+03,1.823900000000000091e+03,2.825400000000000091e+03,3.823200000000000273e+03,5.301899999999999636e+03,7.513500000000000000e+03,1.081500000000000000e+04,1.571800000000000000e+04,2.119100000000000000e+04,2.661900000000000000e+04,2.979100000000000000e+04,3.090400000000000000e+04,3.203700000000000364e+04,3.300800000000000000e+04
1.799500000000000099e+00,3.903200000000000003e+00,6.793499999999999872e+00,1.133800000000000097e+01,1.857699999999999818e+01,2.767499999999999716e+01,3.628600000000000136e+01,4.708099999999999596e+01,6.430700000000000216e+01,8.868500000000000227e+01,1.247800000000000011e+02,1.723899999999999864e+02,2.203700000000000045e+02,2.524199999999999875e+02,2.588100000000000023e+02,2.684599999999999795e+02,2.780899999999999750e+02
-7.733799999999999564e-01,-1.682700000000000085e+00,-2.956400000000000361e+00,-4.870099999999999874e+00,-7.967499999999999361e+00,-1.267600000000000016e+01,-1.774299999999999855e+01,-2.537000000000000099e+01,-3.718799999999999528e+01,-5.605100000000000193e+01,-8.518500000000000227e+01,-1.191099999999999994e+02,-1.526299999999999955e+02,-1.722600000000000193e+02,-1.808299999999999841e+02,-1.880800000000000125e+02,-1.942699999999999818e+02
9.695600000000000662e+00,2.085500000000000043e+01,3.677600000000000335e+01,6.231799999999999784e+01,9.954200000000000159e+01,1.576599999999999966e+02,2.156299999999999955e+02,3.033299999999999841e+02,4.402100000000000364e+02,6.469200000000000728e+02,9.592100000000000364e+02,1.308200000000000045e+03,1.658000000000000000e+03,1.858899999999999864e+03,1.922599999999999909e+03,1.991999999999999773e+03,2.051900000000000091e+03
6.701500000000000057e+01,1.454099999999999966e+02,2.582699999999999818e+02,4.365000000000000000e+02,7.068299999999999272e+02,1.129199999999999818e+03,1.563200000000000045e+03,2.222200000000000273e+03,3.248200000000000273e+03,4.829199999999999818e+03,7.247300000000000182e+03,9.982299999999999272e+03,1.274500000000000000e+04,1.435100000000000000e+04,1.490600000000000000e+04,1.547800000000000000e+04,1.597000000000000182e+04
2.817899999999999849e+01,6.182299999999999329e+01,1.115700000000000074e+02,1.903100000000000023e+02,3.132699999999999818e+02,5.050000000000000000e+02,7.055800000000000409e+02,1.009899999999999977e+03,1.493600000000000136e+03,2.247199999999999818e+03,3.419599999999999909e+03,4.761500000000000000e+03,6.119399999999999636e+03,6.907599999999999454e+03,7.175899999999999636e+03,7.457000000000000000e+03,7.698899999999999636e+03
1.681700000000000139e-01,3.555699999999999972e-01,7.654399999999998983e-01,1.377099999999999991e+00,2.598199999999999843e+00,3.518699999999999939e+00,4.572700000000000209e+00,5.159199999999999342e+00,7.487300000000000288e+00,9.689899999999999736e+00,1.302000000000000135e+01,1.828999999999999915e+01,2.072499999999999787e+01,2.154500000000000171e+01,1.886299999999999955e+01,1.900199999999999889e+01,1.952899999999999991e+01
-1.658799999999999997e-01,-3.927099999999999480e-01,-7.342499999999999583e-01,-1.339299999999999935e+00,-2.335600000000000342e+00,-3.972599999999999909e+00,-5.787700000000000067e+00,-8.529899999999999594e+00,-1.308100000000000129e+01,-2.067000000000000171e+01,-3.248799999999999955e+01,-4.633700000000000330e+01,-6.003099999999999881e+01,-6.809400000000000830e+01,-7.140500000000000114e+01,-7.430899999999999750e+01,-7.677300000000001035e+01
-1.975800000000000223e+00,-4.274000000000000021e+00,-7.479600000000000470e+00,-1.235100000000000087e+01,-1.986700000000000088e+01,-3.138799999999999812e+01,-4.325100000000000477e+01,-6.083200000000000074e+01,-8.760699999999999932e+01,-1.300000000000000000e+02,-1.940300000000000011e+02,-2.675099999999999909e+02,-3.414499999999999886e+02,-3.865799999999999841e+02,-4.045199999999999818e+02,-4.210699999999999932e+02,-4.350499999999999545e+02
1.782600000000000184e+00,4.016399999999999970e+00,7.580599999999999561e+00,1.372000000000000064e+01,2.339600000000000080e+01,3.906499999999999773e+01,5.601299999999999812e+01,8.304100000000001103e+01,1.280600000000000023e+02,1.980999999999999943e+02,3.118500000000000227e+02,4.405600000000000023e+02,5.731100000000000136e+02,6.442699999999999818e+02,6.651100000000000136e+02,6.897699999999999818e+02,7.113500000000000227e+02
-3.903299999999999548e-01,-7.834599999999999342e-01,-1.087599999999999900e+00,-1.403399999999999981e+00,-1.457400000000000029e+00,-1.625099999999999989e+00,-1.153299999999999992e+00,4.442799999999999354e-03,4.011599999999999611e+00,1.014299999999999891e+01,2.462699999999999889e+01,4.051399999999999579e+01,5.764999999999999858e+01,6.363700000000000045e+01,6.254200000000000159e+01,6.448799999999999955e+01,6.651000000000000512e+01
-9.722800000000000331e-01,-2.154700000000000060e+00,-3.853299999999999947e+00,-6.575499999999999901e+00,-1.073000000000000043e+01,-1.748799999999999955e+01,-2.450100000000000122e+01,-3.526999999999999602e+01,-5.194400000000000261e+01,-7.861599999999999966e+01,-1.193200000000000074e+02,-1.662199999999999989e+02,-2.142500000000000000e+02,-2.427899999999999920e+02,-2.537300000000000182e+02,-2.639200000000000159e+02,-2.724599999999999795e+02
8.309499999999999664e-01,1.760699999999999932e+00,3.049199999999999910e+00,4.973300000000000054e+00,7.782600000000000406e+00,1.198499999999999943e+01,1.610699999999999932e+01,2.226699999999999946e+01,3.143399999999999750e+01,4.483899999999999864e+01,6.468699999999999761e+01,8.631699999999999307e+01,1.078599999999999994e+02,1.201500000000000057e+02,1.240900000000000176e+02,1.284000000000000057e+02,1.321100000000000136e+02
6.305000000000000604e-01,1.310599999999999987e+00,2.241600000000000037e+00,3.580400000000000027e+00,5.484199999999999520e+00,8.233999999999999986e+00,1.084399999999999942e+01,1.470199999999999996e+01,2.028999999999999915e+01,2.787700000000000244e+01,3.892300000000000182e+01,5.050600000000000023e+01,6.186699999999999733e+01,6.791199999999999193e+01,6.947299999999999898e+01,7.155000000000001137e+01,7.338899999999999579e+01
5.778799999999999493e-01,1.191999999999999948e+00,2.033999999999999808e+00,3.220200000000000173e+00,4.899399999999999977e+00,7.234600000000000364e+00,9.428000000000000824e+00,1.264900000000000091e+01,1.735000000000000142e+01,2.328900000000000148e+01,3.211800000000000210e+01,4.097000000000000597e+01,4.952300000000000324e+01,5.336299999999999955e+01,5.380700000000000216e+01,5.507600000000000051e+01,5.628000000000000114e+01
4.133999999999999897e-01,8.430500000000000771e-01,1.427999999999999936e+00,2.230900000000000105e+00,3.371199999999999974e+00,4.879199999999999982e+00,6.271699999999999164e+00,8.260900000000001242e+00,1.113199999999999967e+01,1.449699999999999989e+01,1.950900000000000034e+01,2.428800000000000026e+01,2.872299999999999898e+01,3.048400000000000176e+01,3.036400000000000077e+01,3.094899999999999807e+01,3.155700000000000216e+01
8.850999999999999979e-01,1.868999999999999995e+00,3.221499999999999808e+00,5.214000000000000412e+00,8.155999999999998806e+00,1.243900000000000006e+01,1.663300000000000267e+01,2.277899999999999991e+01,3.185099999999999554e+01,4.485300000000000153e+01,6.390500000000000824e+01,8.468200000000000216e+01,1.048299999999999983e+02,1.163799999999999955e+02,1.200900000000000034e+02,1.241899999999999835e+02,1.277700000000000102e+02
7.197400000000000464e-01,1.537799999999999834e+00,2.676800000000000068e+00,4.395299999999999763e+00,6.922100000000000364e+00,1.072600000000000087e+01,1.449000000000000021e+01,2.012300000000000111e+01,2.859400000000000119e+01,4.106799999999999784e+01,5.962300000000000466e+01,7.990700000000001069e+01,1.000300000000000011e+02,1.114599999999999937e+02,1.151499999999999915e+02,1.191499999999999915e+02,1.225900000000000034e+02
5.246000000000000663e-01,1.115199999999999969e+00,1.939499999999999780e+00,3.178599999999999870e+00,5.006000000000000227e+00,7.747999999999999332e+00,1.046599999999999930e+01,1.452400000000000091e+01,2.063400000000000034e+01,2.962199999999999989e+01,4.304099999999999682e+01,5.778399999999999892e+01,7.242200000000001125e+01,8.074399999999999977e+01,8.344899999999999807e+01,8.638100000000000023e+01,8.890999999999999659e+01
6.941800000000000193e-01,1.476599999999999913e+00,2.567499999999999893e+00,4.202799999999999869e+00,6.617199999999999527e+00,1.022499999999999964e+01,1.380000000000000071e+01,1.912500000000000000e+01,2.714199999999999946e+01,3.887700000000000244e+01,5.639400000000000546e+01,7.561299999999999955e+01,9.462800000000000011e+01,1.053799999999999955e+02,1.088500000000000085e+02,1.126400000000000006e+02,1.159200000000000017e+02
7.774100000000000454e-01,1.657399999999999984e+00,2.884300000000000086e+00,4.723899999999999544e+00,7.453899999999999970e+00,1.152100000000000080e+01,1.556099999999999817e+01,2.156400000000000006e+01,3.061100000000000065e+01,4.385900000000000176e+01,6.362799999999999301e+01,8.534000000000000341e+01,1.067300000000000040e+02,1.188500000000000085e+02,1.227699999999999960e+02,1.270499999999999972e+02,1.307500000000000000e+02
5.743300000000000072e-01,1.227000000000000091e+00,2.137499999999999734e+00,3.507899999999999796e+00,5.554700000000000415e+00,8.606600000000000250e+00,1.165000000000000036e+01,1.616300000000000026e+01,2.296099999999999852e+01,3.299199999999999733e+01,4.791599999999999682e+01,6.440999999999999659e+01,8.061700000000000443e+01,8.993299999999999272e+01,9.303000000000000114e+01,9.632599999999999341e+01,9.917600000000000193e+01
2.916649999999999798e-02,5.833499999999999797e-02,1.020850000000000091e-01,1.677100000000000257e-01,2.661449999999999649e-01,4.138000000000000012e-01,5.614500000000000046e-01,7.829500000000000348e-01,1.115150000000000086e+00,1.613499999999999934e+00,2.361000000000000210e+00,3.194350000000000023e+00,4.027700000000000280e+00,4.513849999999999696e+00,4.684000000000000163e+00,4.854149999999999743e+00,5.000000000000000000e+00
4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00,4.285209598219999805e+00
6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01,6.860331452350000303e-01
3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00,3.498028057860000040e+00
3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00,3.242759976519999920e+00
